Year of Birth,Sex,City,State,Zip,Residence County,License Class,Status,Privilege,Year of Expiration
1955,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2017
1954,M,LATHAM,NY,12110,ALBANY,BM,VALID,FULL,2020
1954,M,LATHAM,NY,12110,ALBANY,BM,VALID,FULL,2020
1974,M,ALBANY,NY,12210,ALBANY,B,VALID,FULL,2020
1983,M,ALBANY,NY,12205,ALBANY,I,REVOKED,FULL,2021
1970,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1970,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1970,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1970,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1970,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1948,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1948,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1958,M,ALBANY,NY,12206,ALBANY,A,VALID,FULL,2021
1999,F,RAVENA,NY,12143,ALBANY,D PERMIT,VALID,FULL,2020
1999,F,RAVENA,NY,12143,ALBANY,D PERMIT,VALID,FULL,2020
1999,F,RAVENA,NY,12143,ALBANY,D PERMIT,VALID,FULL,2020
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1983,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1997,M,SELKIRK,NY,12158,ALBANY,D,VALID,FULL,2021
1971,M,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2021
1971,M,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2021
1971,M,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2021
1988,M,ALBANY,NY,12208,ALBANY,D,SUSPENDED,FULL,2023
1992,M,WATERVLIET,NY,12189,ALBANY,D WITH B PERMIT,VALID,FULL,2021
1986,M,COHOES,NY,12047,ALBANY,D,SURRENDERED,FULL,2019
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1989,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2018
1927,F,BERNE,NY,12023,ALBANY,D,VALID,FULL,2020
1945,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2024
1945,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2024
1961,M,WESTERLO,NY,12193,ALBANY,AM,VALID,FULL,2019
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1950,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1938,F,ALBANY,NY,12203,ALBANY,B,VALID,FULL,2019
1937,M,ALBANY,NY,12203,ALBANY,I,SUSPENDED,FULL,2021
1978,M,SLINGERLANDS,NY,12159,ALBANY,E,VALID,FULL,2019
1926,M,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1926,M,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1949,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2017
1949,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2017
1949,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2017
1949,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2017
1949,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2017
1988,F,ALBANY,NY,12208,ALBANY,DM,VALID,FULL,2017
1965,M,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2022
1989,F,ALBANY,NY,12202,ALBANY,E,VALID,FULL,2020
1956,M,ALBANY,NY,12208,ALBANY,B,VALID,FULL,2024
1942,F,SELKIRK,NY,12158,ALBANY,D,VALID,FULL,2017
1929,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2018
1929,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2018
1929,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1935,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1939,M,VOORHEESVILLE,NY,12186,ALBANY,DM,VALID,FULL,2017
1975,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2024
1975,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2024
1975,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2024
1980,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2020
1980,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2020
1928,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2017
1928,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2017
1979,M,COLONIE,NY,12205,ALBANY,E,VALID,FULL,2018
1951,F,COHOES,NY,12047,ALBANY,D,SUSPENDED,FULL,2020
1997,F,LATHAM,NY,12110,ALBANY,I,NONE,NONE,2018
1959,M,SCHENECTADY,NY,12303,ALBANY,B,VALID,FULL,2019
1973,F,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2020
1973,F,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2020
1973,F,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2020
1973,F,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2020
1957,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2018
1957,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2018
1957,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2018
1957,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2018
1957,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2018
1957,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2018
1986,F,DELANSON,NY,12053,ALBANY,I,NONE,NONE,2017
2000,F,MENANDS,NY,12204,ALBANY,DJ,VALID,FULL,2021
2000,F,MENANDS,NY,12204,ALBANY,DJ,VALID,FULL,2021
2000,F,MENANDS,NY,12204,ALBANY,DJ,VALID,FULL,2021
2000,F,MENANDS,NY,12204,ALBANY,DJ,VALID,FULL,2021
2000,F,MENANDS,NY,12204,ALBANY,DJ,VALID,FULL,2021
2000,F,MENANDS,NY,12204,ALBANY,DJ,VALID,FULL,2021
2000,F,MENANDS,NY,12204,ALBANY,DJ,VALID,FULL,2021
1963,M,GUILDERLAND CENTER,NY,12085,ALBANY,D,VALID,FULL,2020
1963,M,GUILDERLAND CENTER,NY,12085,ALBANY,D,VALID,FULL,2020
1975,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2017
1975,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2017
1976,F,ALBANY,NY,12203,ALBANY,D PERMIT,VALID,FULL,2019
1976,F,ALBANY,NY,12203,ALBANY,D PERMIT,VALID,FULL,2019
1988,M,ALBANY,NY,12208,ALBANY,D,SUSPENDED,FULL,2020
1958,M,LATHAM,NY,12110,ALBANY,I,REVOKED,FULL,2017
1992,F,COHOES,NY,12047,ALBANY,I,NONE,NONE,2020
1988,F,MENANDS,NY,12204,ALBANY,D PERMIT,VALID,FULL,2021
1954,F,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2024
1981,M,ALBANY,NY,12210,ALBANY,DM,SURRENDERED,FULL,2018
1972,M,SCHENECTADY,NY,12304,ALBANY,DM,VALID,FULL,2025
1972,M,SCHENECTADY,NY,12304,ALBANY,DM,VALID,FULL,2025
1991,F,SELKIRK,NY,12158,ALBANY,I,NONE,NONE,2022
1931,F,WATERVLIET,NY,12189,ALBANY,I,NONE,NONE,2018
1993,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2026
1949,M,WATERVLIET,NY,12189,ALBANY,AM,VALID,FULL,2021
1927,F,WESTERLO,NY,12193,ALBANY,D,VALID,FULL,2019
1964,F,WATERVLIET,NY,12189,ALBANY,I,SURRENDERED,FULL,2021
1961,M,ALTAMONT,NY,12009,ALBANY,EM,VALID,FULL,2018
1970,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2021
1970,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2021
1970,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2021
1970,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2021
1985,M,ALBANY,NY,12202,ALBANY,E,VALID,FULL,2024
1999,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2020
1999,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2020
1999,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2020
1969,M,GUILDERLAND,NY,12085,ALBANY,D,VALID,FULL,2019
1993,M,MENANDS,NY,12204,ALBANY,D,VALID,FULL,2024
1955,M,RAVENA,NY,12143,ALBANY,DM,VALID,FULL,2019
1955,M,RAVENA,NY,12143,ALBANY,DM,VALID,FULL,2019
1955,M,RAVENA,NY,12143,ALBANY,DM,VALID,FULL,2019
1973,M,SELKIRK,NY,12158,ALBANY,D,SURRENDERED,FULL,2021
1969,M,LATHAM,NY,12110,ALBANY,D,SURRENDERED,FULL,2018
1969,F,VOORHEESVILLE,NY,12186,ALBANY,B,VALID,FULL,2019
1979,F,COHOES,NY,12047,ALBANY,I,SURRENDERED,FULL,2020
1953,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2025
1953,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2025
1989,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2024
1989,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2024
1989,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2024
1989,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2024
1991,M,ALBANY,NY,12205,ALBANY,D,VALID,CONDITIONAL,2024
1980,M,ALBANY,NY,12208,ALBANY,I,NONE,NONE,2022
1969,M,ALBANY,NY,12204,ALBANY,E,VALID,FULL,2022
1980,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2024
1980,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2024
1980,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2024
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1951,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2020
1985,M,SELKIRK,NY,12158,ALBANY,DM,VALID,FULL,2017
1982,F,ALBANY,NY,12209,ALBANY,D PERMIT,VALID,FULL,2018
1982,F,ALBANY,NY,12209,ALBANY,D PERMIT,VALID,FULL,2018
1953,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1953,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1953,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1953,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1953,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1953,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1953,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1976,F,BERNE,NY,12023,ALBANY,D,VALID,FULL,2019
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1955,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1975,F,ALBANY,NY,12209,ALBANY,I,SURRENDERED,FULL,2021
1975,F,ALBANY,NY,12209,ALBANY,I,SURRENDERED,FULL,2021
1937,M,SCHENECTADY,NY,12303,ALBANY,B,VALID,FULL,2018
1993,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2025
2001,F,SLINGERLANDS,NY,12159,ALBANY,DJ,VALID,FULL,2022
2001,F,SLINGERLANDS,NY,12159,ALBANY,DJ,VALID,FULL,2022
1980,M,VOORHEESVILLE,NY,12186,ALBANY,DM,VALID,FULL,2020
1980,M,VOORHEESVILLE,NY,12186,ALBANY,DM,VALID,FULL,2020
1948,F,MIDDLEBURGH,NY,12122,ALBANY,D,VALID,FULL,2022
1947,F,RENSSELAERVILLE,NY,12147,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1944,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1958,F,RAVENA,NY,12143,ALBANY,D,SURRENDERED,FULL,2020
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1958,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1955,M,DELMAR,NY,12054,ALBANY,I,NONE,NONE,2021
1985,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1985,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1985,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1988,M,ALBANY,NY,12210,ALBANY,I,SUSPENDED,NONE,2020
1988,M,ALBANY,NY,12210,ALBANY,I,SUSPENDED,NONE,2020
1972,F,ALBANY,NY,12202,ALBANY,B,SURRENDERED,FULL,2017
1920,F,LATHAM,NY,12110,ALBANY,I,SURRENDERED,FULL,2026
1960,M,COEYMANS,NY,12045,ALBANY,E,VALID,FULL,2017
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1927,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1954,M,WESTERLO,NY,12193,ALBANY,A,VALID,FULL,2019
1947,M,SCHENECTADY,NY,12304,ALBANY,DM,VALID,FULL,2019
1954,M,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2017
1965,M,BERNE,NY,12023,ALBANY,DM,VALID,FULL,2017
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1984,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12206,ALBANY,I,VALID,FULL,2018
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1985,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2022
1946,M,SELKIRK,NY,12158,ALBANY,B,VALID,FULL,2020
1954,M,COHOES,NY,12047,ALBANY,B,VALID,FULL,2018
1990,M,ALBANY,NY,12205,ALBANY,D,SUSPENDED,FULL,2017
1958,F,ALBANY,NY,12205,ALBANY,I,NONE,NONE,2020
1958,F,ALBANY,NY,12205,ALBANY,I,NONE,NONE,2020
1993,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1993,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2018
1970,F,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2024
1970,F,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2024
1970,F,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2024
1962,M,ALBANY,NY,12203,ALBANY,I,SUSPENDED,NONE,2021
1970,M,LOUDONVILLE,NY,12211,ALBANY,A,VALID,FULL,2018
1964,M,ALBANY,NY,12205,ALBANY,E,SUSPENDED,RESTRICTED,2023
1957,M,COLONIE,NY,12205,ALBANY,I,REVOKED,FULL,2019
1957,F,SCHENCTADY,NY,12304,ALBANY,D,VALID,FULL,2019
1964,M,WESTERLO,NY,12193,ALBANY,D,VALID,FULL,2018
1996,M,WATERVLIET,NY,12189,ALBANY,D PERMIT,VALID,FULL,2022
1989,M,ALBANY,NY,12208,ALBANY,D PERMIT,VALID,FULL,2019
1993,F,GUILDERLAND CENTER,NY,12085,ALBANY,D,VALID,FULL,2022
1993,F,GUILDERLAND CENTER,NY,12085,ALBANY,D,VALID,FULL,2022
1981,F,ALBANY,NY,12206,ALBANY,I,NONE,NONE,2019
1981,F,ALBANY,NY,12206,ALBANY,I,NONE,NONE,2019
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1985,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1949,F,MIDDLEBURGH,NY,12122,ALBANY,D,VALID,FULL,2019
1949,F,MIDDLEBURGH,NY,12122,ALBANY,D,VALID,FULL,2019
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
1975,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2025
